index,X,Y,FID,FEATURE_ID,NAME,ADDRESS,ADDRESS2,ADDRESS3,CITY,STATE,ZIP,COUNTY,PHONE,LATITUDE,LONGITUDE,MATCHSTATU,PLACEMENT,CENSUSCODE,BUSINESSNA,cluster
11955,-81.084794,36.94993598,6956,29501,The UPS Store,175 W Monroe St, , ,Wytheville,VA,24382,Wythe,276-228-8777,36.949936,-81.084794,OK, ,511979902002035, ,2
14072,-80.92991699,36.65892799,5073,12581,The UPS Store,972 E Stuart Dr, , ,Galax,VA,24333,Galax City,276-238-8555,36.658928,-80.929917,OK, ,516409901005019, ,2
14098,-80.03293499,37.24732699,5099,21463,The UPS Store,2018 Electric Rd, , ,Roanoke,VA,24018,Roanoke,540-772-7300,37.247327,-80.032935,OK, ,517700021002011, ,5
14104,-79.97117702,37.234147,5105,21464,The UPS Store,3735 Franklin Rd, , ,Roanoke,VA,24014,Roanoke City,540-344-8881,37.234147,-79.971177,OK, ,517700017001018, ,5
14176,-79.87270601,36.69100298,5177,12650,Authorized Shipping Outlet,20 Walnut St, , ,Martinsville,VA,24112,Martinsville City,276-632-5555,36.691003,-79.872706,OK, ,516900003002010,Martinsville Pack & Ship Inc,2
14182,-79.87904898,36.69701299,5183,12651,Authorized Shipping Outlet,240 Commonwealth Blvd, , ,Martinsville,VA,24112,Martinsville City,276-666-2013,36.697013,-79.879049,OK, ,516900002001003,Wrap Pack & Mail,2
14285,-79.90963002,37.39709999,5286,21393,The UPS Store,44 Kingston Dr, , ,Daleville,VA,24083,Botetourt,540-966-0220,37.3971,-79.90963,OK, ,510230403005039, ,5
14324,-79.43735299,37.78046001,5325,21542,Authorized Shipping Outlet,449 E Nelson, , ,Lexington,VA,24450,Lexington City,540-463-7740,37.78046,-79.437353,OK, ,516789905005001,Pack and Mail,5
14332,-79.24862201,37.37724402,5333,26750,The UPS Store,18013 Forest Rd, , ,Forest,VA,24551,Bedford,434-316-9800,37.377244,-79.248622,OK, ,510190301022052, ,5
14470,-79.97980802,37.31763702,5471,21576,UPS Customer Center,3941 Thirlane Rd, , ,Roanoke,VA,24019,Roanoke,800-742-5877,37.317637,-79.979808,OK, ,517700003001007,Staffed Location,5
14533,-80.07862599,37.28977698,5534,21462,The UPS Store,1329 W Main St, , ,Salem,VA,24153,Salem,540-387-0077,37.289777,-80.078626,OK, ,517750102004000, ,5
14553,-80.41800802,37.233096,5554,21606,Authorized Shipping Outlet,610 N Main St, , ,Blacksburg,VA,24060,Montgomery,540-951-4351,37.233096,-80.418008,OK, ,511210203006010,Easy Way Packaging Center,2
14562,-80.40212001,37.21861801,5563,21607,Authorized Shipping Outlet,1315 S Main St, , ,Blacksburg,VA,24060,Montgomery,540-953-0731,37.218618,-80.40212,OK, ,511210206002006,Packaging Store,2
14572,-79.28629898,37.304944,5573,26751,The UPS Store,21430 Timberlake Rd, , ,Lynchburg,VA,24502,Lynchburg City,434-237-2300,37.304944,-79.286299,OK, ,510310204004027, ,5
14584,-79.421495,36.59039301,5585,13231,UPS Customer Center,370 Mt Cross Rd, , ,Danville,VA,24540,Danville City,800-742-5877,36.590393,-79.421495,OK, ,515900008001009,Staffed Location,5
14601,-79.539076,37.246629,5602,29460,Authorized Shipping Outlet,8347 Moneta Rd, , ,Bedford,VA,24523,Bedford,540-297-3900,37.246629,-79.539076,OK, ,510190304023008,Pps,5
14608,-79.52350502,37.33462301,5609,29463,Authorized Shipping Outlet,113 N Bridge St, , ,Bedford,VA,24523,Bedford,540-586-1243,37.334623,-79.523505,OK, ,515150501004016,Rapid Prtng & Office Suppl,5
14615,-79.40675902,36.60952198,5616,13250,Authorized Shipping Outlet,636b Piney Forest Rd, , ,Danville,VA,24540,Danville City,804-793-1924,36.609522,-79.406759,OK, ,515900002002000,Mail & Parcel Plus,5
14632,-79.289609,37.108773,5633,29470,Authorized Shipping Outlet,511 Main St, , ,Altavista,VA,24517,Campbell,434-369-6777,37.108773,-79.289609,OK, ,510310207001034,The Portriat Place,5
14877,-80.007787,37.23257798,5878,29230,Authorized Shipping Outlet,3916 Brambleton Ave, , ,Roanoke,VA,24018,Roanoke,540-772-0999,37.232578,-80.007787,OK, ,511610308011014,Packaging Store,5
14915,-79.98217698,37.22502399,5916,29240,UPS Alliance Location,4082 Electric Rd, , ,Roanoke,VA,24018,Roanoke,540-776-0866,37.225024,-79.982177,OK, ,511610308012019,Staples Aso 00321,5
14922,-79.962971,37.30914099,5923,29242,UPS Alliance Location,4727 Valley View Blvd NW, , ,Roanoke,VA,24012,Roanoke City,540-265-4860,37.309141,-79.962971,OK, ,517700003001029,Staples Aso 00639,5
14925,-80.69015399,37.08522799,5926,21193,UPS Customer Center,5005 Woodlyn St, , ,Dublin,VA,24084,Pulaski,800-742-5877,37.085228,-80.690154,OK, ,511552106003029,Staffed Location,2
14963,-79.88820299,36.99600901,5964,29360,Authorized Shipping Outlet,45 Market Pl Dr, , ,Rocky Mount,VA,24151,Franklin,540-489-8600,36.996009,-79.888203,OK, ,510670208004007,Mail & Parcel Plus,5
14967,-79.80360802,37.17802002,5968,29361,Authorized Shipping Outlet,40 Village Springs Dr, , ,Hardy,VA,24101,Franklin,540-721-3940,37.17802,-79.803608,Zip Centroid,\nPlacement: Zip Centroid,510670203001044,Brenda's Pack & Ship,5
14977,-80.41414898,37.22956198,5978,21366,The UPS Store,125 N Main St, , ,Blacksburg,VA,24060,Montgomery,540-953-9000,37.229562,-80.414149,OK, ,511210207002005, ,2
14982,-79.726747,37.12063101,5983,29450,The UPS Store,13010 Booker T Washington Hwy, , ,Hardy,VA,24101,Franklin,540-721-1001,37.120631,-79.726747,OK, ,510670203002082, ,5
14984,-79.22271802,37.354375,5985,30693,UPS Alliance Location,3700-850 Chandler Mtn Rd, , ,Lynchburg,VA,24502,Lynchburg City,804-846-1919,37.354375,-79.222718,Zip Centroid,\nPlacement: Zip Centroid,516800016002006,Staples Aso 00319,5
14997,-80.420875,37.15918899,5998,21517,The UPS Store,70 Spradlin Farm Dr, , ,Christiansburg,VA,24073,Montgomery,540-382-0030,37.159189,-80.420875,OK, , , ,2
35000,-77.70652202,39.13659102,38001,24995,Authorized Shipping Outlet,609 E Main St, , ,Purcellville,VA,20132,Loudoun,540-338-3266,39.136591,-77.706522,OK, ,511076107001025,Mail It All Inc,1
35035,-77.35797,39.04002499,38036,28489,Authorized Shipping Outlet,20789 Great Falls Plz, , ,Sterling,VA,20165,Loudoun,703-421-7971,39.040025,-77.35797,OK, ,511076112031016,Central Office,1
35065,-77.55311499,39.10930799,38066,24996,The UPS Store,525 E Market St, , ,Leesburg,VA,20176,Loudoun,703-771-4699,39.109308,-77.553115,OK, ,511076105014004, ,1
35087,-77.55237399,39.10899198,38088,25004,UPS Alliance Location,550 E Market St, , ,Leesburg,VA,20176,Loudoun,703-737-3322,39.108992,-77.552374,OK, ,511076105014004,Office Depot/Copy Center,1
35090,-77.53486499,39.11360601,38091,25005,UPS Alliance Location,1019 Edwards Ferry Rd, , ,Leesburg,VA,20176,Loudoun,703-669-8199,39.113606,-77.534865,OK, ,511076105022012,Staples Aso 01094,1
35095,-77.54067401,39.113679,38096,25006,Authorized Shipping Outlet,932 Edwards Ferry Rd NE, , ,Leesburg,VA,20176,Loudoun,703-443-1387,39.113679,-77.540674,OK, ,511076105011024,The Mail Stop,1
35110,-77.43098302,38.88565501,38111,25014,UPS Alliance Location,U.S. 50 and Rt 28, , ,Chantilly,VA,20151,Fairfax,703-378-1750,38.885655,-77.430983,Zip Centroid,\nPlacement: Zip Centroid,510594916001003,Office Depot/Copy Center,1
35112,-77.41846198,38.88887301,38113,25015,UPS Alliance Location,13653 Lee Jackson Memorial Hwy, , ,Chantilly,VA,20151,Fairfax,703-263-9731,38.888873,-77.418462,OK, ,510594916002004,Staples Aso 00792,1
35115,-77.08821498,38.84183301,38116,25311,The UPS Store,2776 S Arlington Mill Dr, , ,Arlington,VA,22206,Arlington,703-820-3300,38.841833,-77.088215,OK, ,510131029001006, ,1
35118,-77.0862,38.89106602,38119,25320,The UPS Store,2200 Wilson Blvd, , ,Arlington,VA,22201,Arlington,703-358-9500,38.891066,-77.0862,OK, ,510131018001005, ,1
35134,-77.07085301,38.89556401,38135,45611,Authorized Shipping Outlet,1730 N Lynn St, , ,Arlington,VA,22209,Arlington,703-908-9735,38.895564,-77.070853,OK, ,510131016002016,Po Boxes Etc,1
35138,-77.41202602,38.94972101,38139,24862,The UPS Store,2465 Centreville Rd, , ,Herndon,VA,20171,Fairfax,703-793-9504,38.949721,-77.412026,OK, ,510594811001006, ,1
35140,-77.44512698,38.89779499,38141,24863,The UPS Store,14408 Chantilly Crossing Ln, , ,Chantilly,VA,20151,Fairfax,703-263-2522,38.897795,-77.445127,OK, ,510594901001032, ,1
35145,-77.52113202,38.924441,38146,24864,The UPS Store,25050 Riding Plz, , ,South Riding,VA,20152,Loudoun,703-957-4023,38.924441,-77.521132,OK, ,511076118001047, ,1
35149,-77.39636501,38.87758402,38150,24865,The UPS Store,4094 Majestic Ln, , ,Fairfax,VA,22033,Fairfax,703-631-4280,38.877584,-77.396365,OK, ,510594918001000, ,1
35188,-77.33359202,38.64505401,38189,24993,Authorized Shipping Outlet,4491 Cheshire Station Plz, , ,Dale City,VA,22193,Prince William,703-730-4831,38.645054,-77.333592,OK, ,511539004041002,Postnet,1
35189,-77.46046999,38.89550299,38190,24880,UPS Customer Center,4455 Stonecroft Blvd, , ,Chantilly,VA,20151,Fairfax,800-742-5877,38.895503,-77.46047,OK, ,510594901001015,Staffed Location,1
35190,-77.08557902,38.80805998,38191,25312,The UPS Store,3213 Duke St, , ,Alexandria,VA,22314,Alexandria City,703-823-4500,38.80806,-77.085579,OK, ,515102008021001, ,1
35193,-77.058694,38.82621399,38194,25321,The UPS Store,2308 Mount Vernon Ave, , ,Alexandria,VA,22301,Alexandria City,703-739-9100,38.826214,-77.058694,OK, ,515102014001009, ,1
35196,-77.609249,38.79594,38197,24925,The UPS Store,7371 Atlas Walkway, , ,Gainesville,VA,20155,Prince William,571-261-4980,38.79594,-77.609249,OK, , , ,1
35199,-77.49046201,38.76961,38200,24942,The UPS Store,8665 Sudley Rd, , ,Manassas,VA,20110,Manassas City,703-330-2951,38.76961,-77.490462,OK, ,516839101001000, ,1
35211,-77.53727299,38.98655102,38212,24890,The UPS Store,42395 Ryan Rd, , ,Brambleton,VA,20148,Loudoun,703-957-4545,38.986551,-77.537273,OK, ,511076110081044, ,1
35213,-77.51387002,38.91566999,38214,24891,Authorized Shipping Outlet,43053 Pemberton Sq, , ,South Riding,VA,20152,Loudoun,703-542-5335,38.91567,-77.51387,OK, ,511076118001047,Postland,1
35220,-77.57176798,38.75166401,38221,24951,Authorized Shipping Outlet,12841 Braemar Village Plz, , ,Bristow,VA,20136,Prince William,703-396-8811,38.751664,-77.571768,OK, , ,Postnet,1
35224,-77.45080702,38.75409801,38225,24952,The UPS Store,9532 Liberia Ave, , ,Manassas,VA,20110,Manassas City,703-367-8955,38.754098,-77.450807,OK, ,516839103002012, ,1
35226,-77.508572,39.02654899,38227,24897,Authorized Shipping Outlet,43150 Broadlands Center Plz, , ,Ashburn,VA,20148,Loudoun,571-223-1995,39.026549,-77.508572,OK, ,511076110071054,Postal Masters,1
35242,-77.55925198,38.94524298,38243,24936,Authorized Shipping Outlet,42020 Village Central Plz Ctr, , ,Aldie,VA,20105,Loudoun,703-327-5570,38.945243,-77.559252,Zip Centroid,\nPlacement: Zip Centroid,511076118001057,Postnet,1
35244,-77.50207898,39.03618901,38245,24937,Authorized Shipping Outlet,43330 Jct Plz, , ,Ashburn,VA,20147,Loudoun,703-724-3910,39.036189,-77.502079,OK, ,511076110051016,Parcel Plus Store Number150,1
35246,-77.48018702,39.04431802,38247,24938,Authorized Shipping Outlet,44031 Pipeline Plz, , ,Ashburn,VA,20147,Loudoun,703-729-9191,39.044318,-77.480187,Zip Centroid,\nPlacement: Zip Centroid,511076110031054,The Package Factory,1
35249,-77.47536299,39.04504899,38250,24939,The UPS Store,44050 Ashburn Shopping Plz, , ,Ashburn,VA,20147,Loudoun,703-726-8740,39.045049,-77.475363,OK, ,511076110031052, ,1
35257,-77.44017901,38.836942,38258,24953,The UPS Store,14001 Saint Germain Dr, , ,Centreville,VA,20121,Fairfax,703-968-8866,38.836942,-77.440179,OK, ,510594913001012, ,1
35260,-77.51555498,38.78729302,38261,24971,UPS Alliance Location,10630 Sudley Manor Dr, , ,Manassas,VA,20109,Prince William,703-369-5200,38.787293,-77.515555,OK, ,511539014031000,Office Depot/Copy Ctr,1
35262,-77.514318,38.78893599,38263,24972,UPS Alliance Location,7743 Sudley Rd, , ,Manassas,VA,20109,Prince William,703-393-7050,38.788936,-77.514318,OK, ,511539016022017,Staples Aso 00098,1
35267,-77.36719099,38.661742,38268,24975,Authorized Shipping Outlet,5429 Mapledale Plz, , ,Dale City,VA,22193,Prince William,703-590-6682,38.661742,-77.367191,OK, ,511539012132001,Parcel Store,1
35269,-77.45096002,38.74250099,38270,24976,UPS Alliance Location,9890 Liberia Ave, , ,Manassas,VA,20110,Manassas City,703-257-2373,38.742501,-77.45096,OK, ,516839103003001,Staples Aso 01647,1
35272,-77.33387001,38.674539,38273,24977,The UPS Store,4196 Merchant Plz, , ,Lake Ridge,VA,22192,Prince William,703-878-7890,38.674539,-77.33387,OK, ,511539012201039, ,1
35274,-77.318601,38.79838199,38275,24978,The UPS Store,5765 Burke Centre Pkwy, , ,Burke,VA,22015,Fairfax,703-425-0500,38.798382,-77.318601,OK, ,510594320001001, ,1
35283,-77.342997,38.60783399,38284,24986,The UPS Store,4222 Fortuna Center Plz, , ,Dumfries,VA,22025,Prince William,703-583-9404,38.607834,-77.342997,Zip Centroid,\nPlacement: Zip Centroid,511539010062001, ,7
35286,-77.29718801,38.63562999,38287,24992,UPS Alliance Location,14497 Potomac Mills Rd, , ,Woodbridge,VA,22192,Prince William,703-491-0947,38.63563,-77.297188,OK, ,511539004031022,Staples Aso 00473,1
35289,-77.325534,38.80068601,38290,25021,Authorized Shipping Outlet,5622 Ox Rd, , ,Fairfax Station,VA,22039,,703-425-0950,38.800686,-77.325534,OK, ,510594920003000,Parcel Plus 66,1
35290,-77.18308301,38.78055102,38291,25141,The UPS Store,6412 Brandon Ave, , ,Springfield,VA,22150,Fairfax,703-569-8802,38.780551,-77.183083,OK, ,510594306004022, ,1
35293,-77.21569099,38.80531699,38294,25147,UPS Customer Center,5409 Port Royal Rd, , ,Springfield,VA,22151,Fairfax,800-742-5877,38.805317,-77.215691,OK, ,510594304003000,Staffed Location,1
35300,-77.37122898,38.848012,38301,24973,UPS Alliance Location,12275 Price Club Plz, , ,Fairfax,VA,22030,Fairfax City,703-830-7773,38.848012,-77.371229,OK, ,510594917005023,Office Depot/Copy Center,1
35301,-77.41204302,38.83609499,38302,24974,Authorized Shipping Outlet,5746 Union Mill Rd, , ,Clifton,VA,20124,Fairfax,703-818-0227,38.836095,-77.412043,OK, ,510594905001005,Parcel Plus Store Number044,1
35302,-77.30239402,38.845431,38303,25022,The UPS Store,10332 Main St, , ,Fairfax,VA,22030,Fairfax City,703-385-7581,38.845431,-77.302394,OK, ,516003003001019, ,1
35305,-77.52379902,39.097687,38306,25025,The UPS Store,673 Potomac Station Dr, , ,Leesburg,VA,20176,Loudoun,703-669-0500,39.097687,-77.523799,OK, ,511076105022019, ,1
35320,-77.398299,39.03341802,38321,25061,UPS Alliance Location,21060 Southbank St, , ,Sterling,VA,20165,Loudoun,703-406-3270,39.033418,-77.398299,OK, ,511076112011041,Staples Aso 00819,1
35324,-77.39983902,39.02754299,38325,25062,UPS Alliance Location,46301 Potomac Run Plz, , ,Sterling,VA,20164,Loudoun,703-421-4722,39.027543,-77.399839,OK, ,511076115001033,Office Depot/Copy Ctr,1
35326,-77.41285298,39.03993501,38327,25063,Authorized Shipping Outlet,37 Pidgeon Hill Dr, , ,Sterling,VA,20165,Loudoun,703-444-1394,39.039935,-77.412853,OK, ,511076111024018,Mail Center,1
35329,-77.39796401,39.03428901,38330,25064,Authorized Shipping Outlet,21010 Southbank St, , ,Sterling,VA,20165,Loudoun,703-406-7505,39.034289,-77.397964,OK, ,511076112011040,Parcel Plus Store Number089,1
35332,-77.41019199,38.98226801,38333,25065,The UPS Store,21800 Town Center Plz, , ,Sterling,VA,20166,Loudoun,703-433-1693,38.982268,-77.410192,OK, ,511076117002009, ,1
35337,-77.47141,39.05956999,38338,25067,Authorized Shipping Outlet,20020 Ashbrook Commons Plz, , ,Ashburn,VA,20147,Loudoun,703-729-7378,39.05957,-77.47141,OK, ,511076110031009,Postnet,1
35364,-77.413524,38.94432298,38365,25077,UPS Alliance Location,2545 Centerville Rd, , ,Herndon,VA,20171,Fairfax,703-713-0867,38.944323,-77.413524,OK, ,510594811002010,Staples Aso 00100,1
35369,-77.45137202,38.85251599,38370,25078,Authorized Shipping Outlet,5667 Stone Rd, , ,Centreville,VA,20120,Fairfax,703-803-7515,38.852516,-77.451372,OK, ,510594912001001,Parcel Plus Store Number034,1
35376,-77.522111,38.29273899,38377,25845,Authorized Shipping Outlet,3601 Plank Rd, , ,Fredericksburg,VA,22407,Spotsylvania,540-786-8991,38.292739,-77.522111,OK, ,511770201022027,Mailhouse Plus,7
35378,-77.532068,38.28913499,38379,25846,Authorized Shipping Outlet,4121 Plank Rd, , ,Fredericksburg,VA,22407,Spotsylvania,540-786-2600,38.289135,-77.532068,OK, ,511770201021000,Mail&more,7
35408,-77.37602298,39.01574799,38409,25091,Authorized Shipping Outlet,46950 Community Plaza, , ,Sterling,VA,20164,Loudoun,703-444-2800,39.015748,-77.376023,OK, ,511076113001003,Pak Mail,1
35413,-77.40007599,39.00463102,38414,25092,Authorized Shipping Outlet,325 S Sterling Blvd, , ,Sterling,VA,20164,Loudoun,703-404-2397,39.004631,-77.400076,OK, ,511076115003001,ASP Inc,1
35417,-77.48643802,38.29581102,38418,25864,UPS Alliance Location,2003 Plank Rd, , ,Fredericksburg,VA,22401,Fredericksburg City,540-374-1424,38.295811,-77.486438,OK, ,516300005001011,Staples Aso 00285,7
35418,-77.34976999,38.95345301,38419,25093,The UPS Store,11654 Plaza America Dr, , ,Reston,VA,20190,Fairfax,703-437-9300,38.953453,-77.34977,OK, ,510594822002014, ,1
35419,-77.48071298,38.303915,38420,25865,Authorized Shipping Outlet,1231 Jefferson Davis Hwy, , ,Fredericksburg,VA,22401,Fredericksburg City,540-372-6883,38.303915,-77.480713,OK, ,516300003001004,Mailhouse Plus,7
35422,-77.48643802,38.29581102,38423,25866,Authorized Shipping Outlet,2005 Plank Rd, , ,Fredericksburg,VA,22401,Fredericksburg City,540-372-7290,38.295811,-77.486438,OK, ,516300005001011,Packaging Store,7
35423,-77.32886398,38.939482,38424,25096,The UPS Store,11160 S Lakes Dr, , ,Reston,VA,20191,Fairfax,703-476-9200,38.939482,-77.328864,OK, ,510594823003000, ,1
35546,-77.350276,38.97592998,38547,25124,Authorized Shipping Outlet,1474 Reston Pkwy, , ,Reston,VA,20194,Fairfax,703-904-7527,38.97593,-77.350276,OK, ,510594805008000,Parcel Plus Store Number073,1
35578,-77.30098399,38.88250999,38579,25132,The UPS Store,2961 Hunter Mill Rd, , ,Oakton,VA,22124,Fairfax,703-281-1816,38.88251,-77.300984,OK, ,510594611002002, ,1
35581,-77.27011,38.89754402,38582,25133,The UPS Store,344 Maple Ave W, , ,Vienna,VA,22180,Fairfax,703-255-3600,38.897544,-77.27011,OK, ,510594607001009, ,1
35605,-77.35015802,38.93599801,38606,25139,Authorized Shipping Outlet,2254 F Hunters Woods Plz, , ,Reston,VA,20191,Fairfax,571-555-5555,38.935998,-77.350158,Zip Centroid,\nPlacement: Zip Centroid,510594823001000,Postnet,1
35609,-77.209708,38.86604202,38610,25140,The UPS Store,8116 Arlington Blvd, , ,Falls Church,VA,22042,Fairfax,703-846-9656,38.866042,-77.209708,OK, ,510594501002000, ,1
35613,-77.26215301,38.86691102,38614,25142,The UPS Store,3057 Nutley Rd, , ,Fairfax,VA,22031,Fairfax,703-280-1500,38.866911,-77.262153,OK, ,510594617002010, ,1
35617,-77.15135798,38.86729101,38618,25143,The UPS Store,6312 Seven Corners Ctr, , ,Falls Church,VA,22044,Fairfax,703-533-9474,38.867291,-77.151358,OK, ,510594515001001, ,1
35621,-77.18588698,38.891607,38622,25144,The UPS Store,1069 W Broad St, , ,Falls Church,VA,22046,Falls Church City,703-536-1000,38.891607,-77.185887,OK, ,516105002001000, ,1
35711,-77.27544502,38.63188399,38712,25186,Authorized Shipping Outlet,1966 Daniel Stuart Sq, , ,Woodbridge,VA,22191,Prince William,703-490-8833,38.631884,-77.275445,OK, ,511539005004000,Pak Mail,1
35724,-77.35437002,38.96457299,38725,25452,UPS Alliance Location,11816 Spectrum Ctr, , ,Reston,VA,20190,Fairfax,703-481-8301,38.964573,-77.35437,OK, ,510594822001000,Office Depot/Copy Center,1
35725,-77.287642,38.65215299,38726,25191,UPS Alliance Location,14053 Crossing Pl, , ,Woodbridge,VA,22192,Prince William,703-491-0999,38.652153,-77.287642,OK, ,511539004031000,Office Depot/Copy Center,1
35728,-77.42078101,38.47624599,38729,25192,UPS Alliance Location,245 Worth Ave, , ,Stafford,VA,22556,Stafford,540-657-6648,38.476246,-77.420781,OK, ,511790102071016,Staples Aso 01264,7
35731,-77.24736099,38.66129799,38732,25193,Authorized Shipping Outlet,13412 Jefferson Davis Hwy, , ,Woodbridge,VA,22191,Prince William,703-499-9886,38.661298,-77.247361,OK, ,511539002001003,Hi Mart Money Store,1
35734,-77.42104399,38.47491801,38735,25194,Authorized Shipping Outlet,325 Garrisonville Rd, , ,Stafford,VA,22554,Stafford,540-659-9757,38.474918,-77.421044,OK, ,511790102093000,Pak Mail,7
35737,-77.26350899,38.71338901,38738,25290,The UPS Store,8971 Ox Rd, , ,Lorton,VA,22079,Fairfax,703-493-9801,38.713389,-77.263509,OK, ,510594922006009, ,1
35740,-77.212281,38.705797,38741,25291,The UPS Store,9435 Lorton Market Sq, , ,Lorton,VA,22079,Fairfax,703-372-2950,38.705797,-77.212281,Zip Centroid,\nPlacement: Zip Centroid,510594221001000, ,1
35757,-77.26301998,38.775216,38758,25297,UPS Alliance Location,9230 Old Keene Mill Rd, , ,Burke,VA,22015,Fairfax,703-440-0359,38.775216,-77.26302,OK, ,510594310002007,Staples Aso 00651,1
35760,-77.26591301,38.753248,38761,25298,Authorized Shipping Outlet,7481 Huntsman Blvd, , ,Springfield,VA,22153,Fairfax,703-866-9466,38.753248,-77.265913,OK, ,510594325003002,Parcel Plus Store Number024,1
35763,-77.31283402,38.68548302,38764,25299,Authorized Shipping Outlet,12427 Hedges Run Dr, , ,Lake Ridge,VA,22192,Prince William,703-491-7306,38.685483,-77.312834,OK, ,511539012232003,Parcel Plus,1
35768,-77.31876198,38.68382198,38769,25300,Authorized Shipping Outlet,12471 Dillingham Sq, , ,Woodbridge,VA,22192,Prince William,703-878-0550,38.683822,-77.318762,OK, ,511539012211006,Fax & Mail,1
35771,-77.184099,38.81260301,38772,25301,The UPS Store,6920 Bradlick Shopping Center, , ,Annandale,VA,22003,Fairfax,703-256-5995,38.812603,-77.184099,OK, ,510594521002006, ,1
35793,-77.50758298,38.30260402,38794,25885,UPS Alliance Location,1551 Carl D Silver Park, , ,Fredericksburg,VA,22401,Fredericksburg City,540-786-7708,38.302604,-77.507583,OK, ,516300005002010,Office Depot/Copy Ctr,7
35796,-77.51158102,38.29914299,38797,25893,Authorized Shipping Outlet,1285 Carl D Silver Pkwy, , ,Fredericksburg,VA,22401,Fredericksburg City,540-786-0630,38.299143,-77.511581,OK, ,516300005002010,Parcel Plus Store Number172,7
35817,-77.120877,38.722746,38818,25424,The UPS Store,8647 Richmond Hwy, , ,Alexandria,VA,22309,Fairfax,703-619-0500,38.722746,-77.120877,OK, ,510594218002014, ,1
35820,-77.13564699,38.77240201,38821,25425,The UPS Store,5810 Kingstowne Center Dr, , ,Alexandria,VA,22315,Fairfax,703-924-4201,38.772402,-77.135647,OK, , , ,1
35844,-77.17086002,38.771152,38845,25434,UPS Alliance Location,6731 Frontier Dr, , ,Springfield,VA,22150,Fairfax,703-719-9550,38.771152,-77.17086,OK, ,510594210001003,Staples Aso 00027,1
35847,-77.120814,38.81391501,38848,25438,UPS Alliance Location,7708 Richmond Hwy, , ,Alexandria,VA,22304,Alexandria City,703-660-8901,38.813915,-77.120814,Zip Centroid,\nPlacement: Zip Centroid,515102003033004,Staples Aso 00024,1
35849,-77.087228,38.75939899,38850,25439,UPS Alliance Location,6700 B Richmond Hwy, , ,Alexandria,VA,22306,Fairfax,703-660-8671,38.759399,-77.087228,Zip Centroid,\nPlacement: Zip Centroid,510594215001001,Office Depot/Copy Center,1
35852,-77.109744,38.72901802,38853,25440,Authorized Shipping Outlet,8796 Sacarmento Dr,1, ,Alexandria,VA,22309,Fairfax,703-360-1419,38.729018,-77.109744,Zip Centroid,\nPlacement: Zip Centroid,510594217003015,Goin' Postal Alexandria,1
35855,-77.20826902,38.70772902,38856,25441,Authorized Shipping Outlet,7742 Gunston Plz, , ,Lorton,VA,22079,Fairfax,703-339-5891,38.707729,-77.208269,OK, ,510594221001005,Parcel Plus,1
35858,-77.15401002,38.76480898,38859,25442,Authorized Shipping Outlet,7011 Manchester Blvd,A, ,Alexandria,VA,22310,Fairfax,703-922-7174,38.764809,-77.15401,OK, ,510594223002014,Pak Mail,1
35861,-77.054698,38.80583898,38862,25444,The UPS Store,107 S W St, , ,Alexandria,VA,22314,Alexandria City,703-683-8441,38.805839,-77.054698,OK, ,515102019002017, ,1
35871,-77.35888002,38.610456,38872,25495,Authorized Shipping Outlet,5171 Waterway Dr, , ,Montclair,VA,22025,Prince William,703-583-7304,38.610456,-77.35888,OK, ,511539010062010,Pak Mail,7
35884,-77.34140899,38.60373502,38885,25500,Authorized Shipping Outlet,4384 Kevin Walker Dr, , ,Montclair,VA,22025,Prince William,703-670-0162,38.603735,-77.341409,OK, ,511539010062020,"Party, Packages & Post",7
35887,-77.416532,38.46949901,38888,25502,Authorized Shipping Outlet,44 Mine Rd, , ,Stafford,VA,22554,Stafford,540-720-2223,38.469499,-77.416532,OK, ,511790102093000,Mail Boxes Etc,7
35899,-77.12868502,38.80054798,38900,25510,UPS Customer Center,5601 Eisenhower Ave, , ,Alexandria,VA,22304,Alexandria City,800-742-5877,38.800548,-77.128685,OK, ,515102004014001,Staffed Location,1
35954,-77.18667001,38.89235502,38955,25377,UPS Alliance Location,1104 W Broad St, , ,Falls Church,VA,22046,Falls Church City,703-534-0101,38.892355,-77.18667,OK, ,516105001002008,Staples Aso 00092,1
35956,-77.13950699,38.897472,38957,25701,Authorized Shipping Outlet,2503 N Harrison St, , ,Arlington,VA,22205,Arlington,730-752-1888,38.897472,-77.139507,OK, ,510131002005012,Parcel Plus Store Number201,1
35957,-77.1783,38.93637001,38958,25378,The UPS Store,1350 Beverly Rd, , ,McLean,VA,22101,Fairfax,703-448-8044,38.93637,-77.1783,OK, ,510594705004013, ,1
35967,-77.059441,38.775151,38968,25792,Authorized Shipping Outlet,1602 Belle View Blvd, , ,Alexandria,VA,22307,Fairfax,703-660-0080,38.775151,-77.059441,OK, ,510594152002003,Parcel Plus,1
35970,-77.42334098,38.32247602,38971,25825,The UPS Store,43 Town and Country Dr,Ste 119, ,Fredericksburg,VA,22405,Stafford,540-899-2260,38.322476,-77.423341,Zip Centroid,\nPlacement: Zip Centroid,511790104053001, ,7
35973,-77.50032699,38.253797,38974,25826,The UPS Store,10908 Courthouse Rd, , ,Fredericksburg,VA,22408,Spotsylvania,540-891-7722,38.253797,-77.500327,OK, ,511770203012011, ,7
